danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster,id
0.555,0.309,-9.394,0.0337,0.852,0.0,0.121,0.469,134.654,217598,2,02dcOQGdOgZyErpbJT4hr5
0.288,0.629,-3.252,0.039,0.000223,3.91e-06,0.262,0.267,170.15,188720,0,02DLxouSNCY7D8CT3K8jvt
0.494,0.938,-4.828,0.0402,0.00117,0.952,0.118,0.17,127.004,200211,0,02dPa4nXABwnFzjZosKxsk
0.653,0.631,-11.334,0.0461,0.299,0.00265,0.0627,0.516,156.32,381627,1,02DurCgOvDdX0uKEjqcl3W
0.626,0.188,-14.982,0.944,0.505,0.0,0.124,0.224,68.015,424140,3,02efePD0jElPZ3ElwqRkLs
0.0696,0.0593,-27.171,0.0403,0.978,0.812,0.0712,0.0413,66.021,255507,4,02f2JNaHaMMjTu5EZYcofa
0.196,0.0583,-36.439,0.0422,0.0492,0.773,0.113,0.111,99.955,149279,4,02FhSDtuhk1zLrWNTPZrbi
0.683,0.837,-5.46,0.0307,0.0276,2.98e-05,0.0627,0.565,115.933,238973,1,02fZLz9BmmOKb5wkueM9D4
0.615,0.483,-8.947,0.0325,0.401,0.0,0.134,0.192,100.712,201224,2,02g3xtf95O7Xno0bSrNLZ6
0.577,0.4,-15.891,0.26,0.892,0.0,0.267,0.354,121.159,285093,2,02G8u4p8vgRmsCPBNFFWbH
0.39,0.174,-14.469,0.0373,0.869,0.866,0.112,0.306,129.147,368960,4,02GgkjgUsnDcgQCL0JQfG3
0.672,0.825,-5.365,0.0414,0.00567,0.289,0.0926,0.171,125.993,206200,0,02gyh6cjxDBWlgZtktDLVh
0.659,0.0668,-21.354,0.502,0.899,6.44e-06,0.109,0.32,111.85,608213,3,02hKt9895nLqWATQpfLgNA
0.49,0.813,-3.699,0.0318,0.0134,0.0,0.266,0.505,90.041,194200,0,02HnUkapA0dLwkox7ZQ7Xn
0.52,0.268,-19.903,0.0426,0.949,0.929,0.114,0.161,140.026,190529,4,02ht7aTttJ0zbbHQh6jKlL
0.662,0.0216,-22.001,0.536,0.967,0.0,0.114,0.479,66.346,122000,3,02Ib5C9vgkdNB1qFWH1GNp
0.493,0.56,-13.271,0.386,0.465,0.0,0.372,0.36,130.712,379559,2,02IFmmjSuED5vgKo5AFX8D
0.472,0.655,-8.272,0.0406,0.44,0.868,0.163,0.69,89.242,301853,1,02IFnwB9sOwXYNm3z4NBRN
0.622,0.856,-2.789,0.0506,0.000856,1.23e-06,0.183,0.372,124.017,238110,0,02ilX7F0oF2kU0vrmknOfR
0.503,0.81,-7.204,0.0352,0.129,0.0689,0.104,0.612,76.917,261107,1,02iVGbd7Ey6rC0nbInOfwi
0.693,0.41,-6.183,0.0428,0.621,0.0,0.101,0.281,144.969,143672,2,02iW5boMzeBDVRI0dRE1Yw
0.213,0.0603,-23.161,0.0481,0.95,0.00108,0.0929,0.0395,171.28,231547,4,02IWJyjJCHXnd4ZBJzum6P
0.77,0.636,-7.636,0.0901,0.198,2.92e-06,0.115,0.414,93.032,156774,1,02iYJG3KLBJODa5JkQ4O6y
0.462,0.244,-16.96,0.029,0.951,0.173,0.12,0.078,100.142,310733,2,02iZJRlOZ7VRbzO8uVdOva
0.0,0.343,-17.524,0.0,0.142,0.0,0.0,0.0,0.0,4760,4,02J0FkcYQWYIuXgev6AT8M
0.619,0.163,-24.733,0.918,0.75,0.0,0.578,0.319,80.473,1571410,3,02j3iNbfJ2rQLAr38nAKlU
0.682,0.867,-3.122,0.0292,0.0241,1.32e-06,0.329,0.595,97.004,193734,1,02jYQ47eGc0Dm9JiOcLBJ7
0.54,0.775,-6.446,0.15,0.577,0.000651,0.425,0.703,175.962,278200,1,02K01fxmK5qQrwWSHGbb9d
0.799,0.66,-6.153,0.079,0.256,0.0,0.111,0.471,140.04,195429,1,02kDW379Yfd5PzW5A6vuGt
0.535,0.424,-7.491,0.0314,0.626,0.0,0.191,0.539,97.506,127733,2,02KpkaZbiutsR0ucxce4Sh
0.524,0.322,-9.595,0.0275,0.123,0.0248,0.0941,0.167,110.195,195436,2,02Kx6oBgSMFaYaFfIKUuJi
0.564,0.898,-3.138,0.0403,0.0493,0.598,0.552,0.0387,174.012,299031,0,02ldG2CqO7n11n8A2XYjuD
0.453,0.993,-4.683,0.163,2.87e-06,0.485,0.0826,0.129,119.987,215280,0,02Ldz6s7reMiMFThegV6Gu
0.269,0.895,-6.382,0.118,0.083,0.00266,0.153,0.16,168.479,299507,0,02lTDOxHeXTHsdwXoz6lpC
0.491,0.916,-4.945,0.0332,0.00505,0.00136,0.339,0.723,92.988,197978,1,02MDFQ1vsB01uvmxrptDMY
0.142,0.968,-4.497,0.243,0.000532,0.0,0.412,0.143,180.035,202966,0,02MNFtaMLQvdvtJnTuaU7m
0.7,0.902,-5.945,0.253,0.0857,0.0433,0.184,0.183,125.981,316569,0,02msS8tEqhkwMBdYNXDEDo
0.542,0.682,-6.285,0.0284,0.0247,0.0,0.489,0.758,79.978,181868,1,02Msss3kY3GSGgeY8oUGMF
0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,1,02MWAaffLxlfxAUY7c5dvx
0.889,0.507,-8.74,0.162,0.0562,0.0,0.116,0.219,111.994,154667,1,02mYw61RoS1vXvkD9Q5dpN
0.497,0.78,-7.752,0.0436,0.00218,0.000382,0.178,0.872,183.179,206524,1,02N6JQNfiB1Hc4nKm2P0g4
0.583,0.978,-3.321,0.0644,0.000448,0.00207,0.138,0.417,109.971,188227,0,02NcZ0ugRA786A64bnsnnc
0.208,0.16,-17.301,0.0344,0.871,0.85,0.103,0.0391,86.039,199875,4,02NddgoemFd0ImJLtl2SAy
0.652,0.2,-27.659,0.947,0.808,0.0,0.388,0.592,90.97,317600,3,02Nn3tbn94pd2DWIgNbSVO
0.32,0.164,-18.956,0.0265,0.925,0.918,0.111,0.158,99.939,177688,4,02NPmYFlgDP3gv5NB8m0I0
0.738,0.379,-11.644,0.084,0.201,1.1e-05,0.0806,0.598,122.042,200215,1,02nZeTbm2dRHisH6qsUM5E
0.533,0.168,-19.249,0.0341,0.974,0.113,0.109,0.27,150.4,259096,2,02oa6KmaBp7Q6iikzSJZe1
0.453,0.666,-7.661,0.0285,1.74e-05,0.0,0.0955,0.125,110.009,315969,0,02OqEyd1Kpk6NdGnwge1HP
0.597,0.585,-7.388,0.0294,0.551,0.000221,0.11,0.325,140.054,220725,2,02OtMrFX6Y2966t2uOiu4T
0.666,0.566,-12.136,0.0309,0.467,0.0269,0.144,0.819,149.441,192168,1,02p7KhGzlicIY8rvRVVION
0.763,0.681,-7.291,0.0338,0.237,0.000363,0.0917,0.227,120.025,183995,1,02p9EeaQinGbAJHSOnn6ws
0.785,0.488,-8.124,0.239,0.475,2.13e-06,0.482,0.765,80.016,147862,1,02pBOITZQS1iVuZ8ej77tL
0.773,0.66,-6.48,0.025,0.126,0.194,0.1,0.563,98.036,272200,1,02pdGN3qia4z0jiDZ3m0CA
0.702,0.395,-18.939,0.334,0.931,0.609,0.0955,0.831,75.955,76000,2,02PG5UbF2V3BiyxIyyI2Qf
0.616,0.292,-16.837,0.0423,0.966,0.927,0.0955,0.0633,127.008,125500,4,02QoKc20zzH9A8mf25NfPq
0.799,0.802,-5.428,0.154,0.0571,1.06e-06,0.269,0.339,118.997,147605,1,02rbSCTm2smTIZ6d8im2NP
0.462,0.283,-12.43,0.0308,0.959,0.0238,0.257,0.151,133.061,224323,2,02rF6qvCSPtevzSMTvb4Ad
0.635,0.847,-6.885,0.134,0.0153,0.215,0.0763,0.859,162.061,241804,1,02RK1zuyv0HySDcdhLGds2
0.633,0.743,-8.029,0.0362,0.29,0.00696,0.0629,0.548,176.021,211193,1,02sas1xqIwRm7iWSoHDvKe
0.625,0.101,-20.837,0.943,0.757,0.0,0.494,0.247,77.02,178701,3,02sFvz3GOXT7YGKGMoDqYP
0.0,0.372,-20.422,0.0,0.0734,0.0,0.0,0.0,0.0,5107,4,02t6JD9fFjcjc7xCOzMnLr
0.527,0.167,-16.419,0.0598,0.851,0.847,0.114,0.0753,138.329,126712,4,02tk3raiAkGKpEsxlF3pKw
0.762,0.254,-13.268,0.907,0.785,0.0,0.155,0.62,74.758,47013,3,02TKCrSAOe5dQNSLScEbcZ
0.212,0.155,-24.005,0.0315,0.957,0.943,0.0983,0.106,79.7,186000,4,02tUBBShoCFZE2RB1sANKl
0.75,0.56,-8.99,0.0313,0.0258,0.891,0.113,0.203,124.037,249919,0,02u5cHxHuJ6NpUIhGsdbU7
0.558,0.57,-10.888,0.253,0.0568,0.0798,0.812,0.918,191.813,137509,0,02u7h45sCjGQj32LjoUZ2f
0.765,0.769,-3.16,0.0595,0.167,0.0,0.0854,0.581,103.006,203057,1,02UNF1uo5f0UNgc1qx5XGt
0.86,0.468,-10.487,0.0936,0.386,0.244,0.103,0.974,129.974,129231,1,02urcBVsMSr13r3iZZNwvX
0.388,0.947,-4.367,0.0642,0.000221,0.00995,0.358,0.193,142.013,276560,0,02uw1BC34CaOgdnI6hO8Op
0.45,0.563,-11.03,0.0301,0.59,0.0709,0.115,0.361,75.844,198280,2,02VM3vd7Fj9pf0ojrzDOXB
0.433,0.267,-10.419,0.0469,0.681,0.0,0.0811,0.255,93.072,196365,2,02VOS5QRFc6i1XQVROAeDi
0.593,0.207,-26.349,0.966,0.616,0.0,0.639,0.594,79.234,323156,3,02vWz3WrG1nezv7fGtjYFF
0.608,0.174,-8.796,0.0332,0.851,1.92e-05,0.0855,0.193,112.175,260004,2,02WacdrRpm4zlP8H7X6bnQ
0.377,0.876,-5.417,0.0551,0.000172,0.0067,0.113,0.678,160.08,232400,0,02WfCoEcb2ncIV1gEGSt5o
0.818,0.456,-7.419,0.038,0.823,7.35e-05,0.127,0.784,113.992,183723,1,02WH2lgCCZg8xmwmlbDAa8
0.544,0.69,-5.723,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,0,02wWugZopNahlikfX5vm3F
0.53,0.968,-4.539,0.0833,0.00318,5.59e-06,0.211,0.359,124.941,263520,0,02XPPX3y9bLcaKqs8VJyUY
0.793,0.714,-7.562,0.193,0.156,0.0,0.136,0.794,100.036,168947,1,02Ygu8lo3qSknRpcBnspso
0.758,0.434,-9.804,0.518,0.604,0.0,0.164,0.721,115.287,200581,1,02yN0dNQ6ia9CsgjexYERp
0.302,0.233,-17.735,0.0539,0.979,0.291,0.123,0.106,128.671,92387,4,02YxFhBbO29vGxm71P8pZM
0.602,0.128,-16.198,0.397,0.767,0.0,0.114,0.261,76.213,310133,2,02yXhE38JZLj9mhaLADeRd
0.222,0.85,-5.16,0.0404,0.000353,0.0466,0.0596,0.129,154.051,162028,0,02ZdMHRfECQJQ3jAKCBRUm
0.62,0.132,-17.312,0.0496,0.95,0.912,0.117,0.46,92.914,189238,4,02zHAnnS0XhFyJxhCC449I
0.558,0.364,-8.663,0.0502,0.169,9.94e-05,0.109,0.252,129.17,160737,2,034KyQEk7IhbLtniVhBErj
0.557,0.604,-5.606,0.0502,0.000133,0.0,0.15,0.248,97.398,178160,0,035IH72AdcNOB63JRZyAv4
0.558,0.809,-7.441,0.0363,0.0963,0.86,0.149,0.0773,120.999,370779,0,035qofHWoDag0pg1e8gY73
0.622,0.564,-13.703,0.955,0.854,2.14e-06,0.593,0.585,80.317,80655,3,035RiQ00qhQEL9fQwVA8f1
0.565,0.585,-5.723,0.0536,0.0265,0.0,0.274,0.259,140.8,210467,0,035shFzbuWKyaFhnsTDv9p
0.756,0.598,-7.512,0.208,0.285,2.97e-05,0.0933,0.733,166.127,174625,1,036b63gNyc8VTNosQWa0bs
0.62,0.641,-7.593,0.0463,0.841,8.37e-05,0.204,0.94,83.459,156533,1,036B7lKiRkLerLGI6EHtEr
0.62,0.816,-7.701,0.133,0.482,0.0,0.0923,0.787,101.76,211373,1,036GpEQDPZPinMgZo0Yhpg
0.678,0.897,-6.678,0.0799,0.0609,0.844,0.903,0.12,128.014,254053,0,037mBLViT1JsW9xq7FX1Hd
0.72,0.748,-8.287,0.0431,8.83e-05,0.00874,0.0699,0.434,129.974,201769,1,037Mpyr0SSSsiPxu8acXsp
0.701,0.802,-4.771,0.0451,0.00059,0.819,0.332,0.365,124.025,152131,0,039VxfSo5FErqE65169VZL
0.672,0.369,-13.55,0.936,0.127,0.0,0.157,0.16,99.761,140333,3,03aLWl2fCbSiftJjKztBR8
0.61,0.489,-8.541,0.127,0.308,0.0,0.165,0.331,105.016,171890,2,03ARE7xKtbCVV2GE5j0IWq
0.61,0.394,-16.318,0.942,0.964,0.0,0.113,0.548,60.346,125813,3,03avjxqBKTIWeQLjVUV001
0.615,0.858,-3.3,0.0396,0.00393,0.0,0.0789,0.323,97.038,227265,0,03CbQgFxnBFoaaVJTfEqMD
0.104,0.0949,-22.126,0.0387,0.98,0.826,0.11,0.0376,72.141,144000,4,03CGgLngukfx0AmwxpoWz1
0.524,0.422,-8.509,0.0272,0.71,0.00068,0.101,0.225,97.91,265773,2,03CMUlyOZzrNXJnb8Vzm4l
0.656,0.0576,-26.049,0.517,0.902,0.0,0.309,0.413,110.623,1288413,3,03dF22dPlGAco8pAysUIYA
0.764,0.6,-9.916,0.0467,0.0154,0.859,0.108,0.123,115.016,171137,0,03Ea1zretFckOySx9Vb6db
0.908,0.79,-7.642,0.165,0.199,0.000161,0.0745,0.645,109.806,91733,1,03EDveRxs8DRvIL5WUiI7o
0.596,0.658,-7.44,0.0337,0.258,0.000624,0.0975,0.956,88.842,269621,1,03EdWn1FnvNuO2XOokZH2e
0.6,0.251,-22.474,0.919,0.955,4.95e-05,0.704,0.518,132.753,356705,3,03eHBNILU1ogXaBx48RHg6
0.44,0.652,-6.201,0.079,0.0357,0.000136,0.0587,0.5,93.353,188107,1,03ejfFAbwrrANbH4fZzF0W
0.44,0.037,-25.604,0.0603,0.995,0.956,0.0983,0.482,134.427,122000,4,03enULNAQA0xa2rEJESrPf
0.601,0.974,-5.432,0.435,0.0338,4.76e-06,0.156,0.57,130.032,283739,1,03ERbwKRWWdgPz60LOwrKy
0.604,0.291,-13.967,0.392,0.798,0.889,0.144,0.111,78.066,110769,4,03eTzlfvTDaVEJqyL9CCLf
0.666,0.522,-9.877,0.0503,0.898,0.0,0.353,0.972,123.089,18707,1,03eVn4eTYv314g2UWozeDH
0.83,0.796,-7.169,0.0589,0.705,0.0,0.272,0.782,150.751,123080,1,03fALEtIElGZEf7XyTgw3O
0.595,0.807,-6.981,0.033,0.103,9.87e-05,0.677,0.489,87.004,248240,0,03fAMEKVjZSXb8DT4USNPi
0.798,0.96,-4.31,0.127,0.0426,0.152,0.283,0.696,125.01,201600,1,03fK6fNmYaAr2NXEeEuKme
0.506,0.886,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,1,03fT3OHB9KyMtGMt2zwqCT
0.715,0.259,-10.493,0.035,0.67,0.0,0.11,0.3,129.924,188907,2,03HbxaCm8eBHLxbfdRRQ2e
0.5,0.886,-5.748,0.0851,0.0101,0.000752,0.46,0.231,160.086,180863,0,03ieER7Nm3lxKnESlDHA3T
0.462,0.972,-2.642,0.138,0.00285,0.0,0.666,0.449,128.092,213576,0,03jdl5GTBhKsgB1Yw8mVPh
0.567,0.182,-19.333,0.873,0.853,0.0,0.951,0.388,87.111,122133,3,03jKhkPax90IEzY8bDyCLg
0.356,0.216,-21.862,0.0391,0.909,0.877,0.101,0.109,105.092,306111,4,03k3pTFdvFcZIyt6WgNIL4
0.552,0.498,-15.342,0.894,0.857,0.0,0.441,0.601,89.543,110733,3,03np02gzxslN1fgyNfsk7T
0.621,0.363,-9.808,0.032,0.538,0.0,0.133,0.375,116.006,126918,2,03OnNoSXz2T93JKlE4JCh1
0.397,0.435,-12.1,0.0327,0.436,5.37e-05,0.429,0.398,163.912,140840,0,03OYZ1kdXOMNlLvCK1PDp8
0.34,0.00352,-32.851,0.0452,0.994,0.947,0.106,0.121,90.261,138619,4,03P8X4jeamfDN208vUJK8k
0.446,0.993,-3.171,0.455,0.00637,0.787,0.0589,0.243,165.092,248364,0,03pdIdVHMM3KImjsHN5R58
0.488,0.952,-5.945,0.959,0.718,0.0,0.864,0.194,67.384,425664,3,03qmvWJwZ1aq61fi0SxcWl
0.672,0.405,-12.555,0.921,0.886,0.0,0.211,0.249,136.822,266000,3,03R66tPEltarJJ8CoP9BLz
0.185,0.943,-30.931,0.0546,0.834,0.961,0.938,0.000573,102.591,230390,4,03Rf5EXBnlqJ98OZPIPGTn
0.597,0.0405,-14.57,0.434,0.0676,9.95e-05,0.14,0.319,77.126,1245383,3,03RgWKbw5XniamqQEpa10s
0.825,0.588,-5.823,0.0396,0.0383,0.000224,0.127,0.331,120.016,206500,1,03RwdIvdmGXNxaqoT4iopD
0.765,0.553,-13.916,0.0402,0.018,3.8e-05,0.124,0.708,119.925,480107,1,03septkMoANdvoXQqNqYhn
0.599,0.312,-10.07,0.0557,0.162,0.0,0.264,0.637,83.298,186653,1,03sTH0emZCwX7v5l8RWxFS
0.245,0.287,-12.988,0.0289,0.981,0.95,0.168,0.226,80.239,85467,4,03UL1scBVN2RB1ZcRaVAPE
0.655,0.59,-10.844,0.325,0.481,0.00112,0.185,0.69,94.971,189426,1,03UZ8fbo1heGpeeVI380lY
0.435,0.031,-25.814,0.0373,0.991,0.954,0.0997,0.197,110.152,142719,4,03VbBcRhqaoH04MMlxlGIC
0.248,0.894,-4.832,0.117,0.0065,0.0,0.309,0.737,176.091,95500,0,03VKi7ZYa1pvUKeZ8TfrOP
0.341,0.299,-7.191,0.0284,0.781,7.86e-05,0.104,0.125,82.486,292013,2,03WFAhoOVLmynaOBtZcyl7
0.363,0.787,-5.071,0.0429,0.00177,0.00446,0.531,0.201,175.919,279293,0,03wKMRNYVvw6s9nm4I4jUS
0.748,0.045,-19.795,0.0881,0.996,0.97,0.109,0.244,98.449,195918,4,03XFziNAcPbc4VuIr4W7Al
0.528,0.365,-11.915,0.025,0.758,0.0153,0.09,0.53,94.15,249000,2,03xIPbTIXnqTJnElXpDYjY
0.164,0.00404,-29.481,0.0439,0.991,0.943,0.105,0.0863,68.774,201324,4,03YjqSYOKjETRbSyRuVXSn
0.462,0.957,-3.304,0.131,0.00129,0.00203,0.314,0.498,165.112,223067,0,03YoRDLmG333y0ORu2D5A4
0.344,0.504,-13.588,0.0446,0.85,0.899,0.104,0.0408,129.944,256881,4,03yPeSLBLH4RJm0ogylftz
0.59,0.4,-10.599,0.0248,0.884,2.59e-06,0.125,0.249,93.056,216400,2,03ZJa3pFVufC4ZiIHzi6jc
0.684,0.637,-9.82,0.05,0.186,0.0,0.0512,0.711,98.883,233027,1,03ZrvcYZGCYpimu6dYdhPY
0.825,0.467,-14.055,0.0753,0.371,0.845,0.0594,0.249,96.012,385520,2,03zv0Znm7bA7XzWMZ1lEKO
0.184,0.0143,-31.729,0.039,0.987,0.869,0.0921,0.138,173.026,126750,4,041EqVueOI4pszWGJfKerh
0.15,0.894,-8.052,0.0778,0.000436,0.612,0.413,0.14,146.947,390920,0,0422SGbcdUJstBB8v2eAAH
0.582,0.259,-17.807,0.946,0.441,0.0,0.538,0.191,186.303,1216053,3,0426FAYuhBSVaWnN1yhiXK
0.572,0.284,-14.453,0.0269,0.528,0.0,0.0853,0.244,74.968,323000,2,042pmCix7CPth3l3X28jl1
0.529,0.767,-5.847,0.0407,0.00069,0.00206,0.37,0.299,87.462,208601,0,043IjYujEo3sEDuaBtWzu0
0.508,0.342,-9.03,0.0351,0.925,5.19e-06,0.107,0.557,97.975,154514,2,043ReIW24TJJQTfbytcwfC
0.44,0.39,-13.341,0.0266,0.0654,0.000242,0.117,0.41,98.423,300027,2,044sG5pgwwUSXBekDecuZH
0.244,0.32,-16.273,0.0376,0.909,0.938,0.0973,0.0944,75.23,191077,4,046d2dmKQ6kiEciggbWnsx
0.754,0.327,-9.424,0.816,0.567,0.0,0.0931,0.729,131.565,45166,3,048a2PS5RCm137BnP2XZP2
0.605,0.0101,-28.451,0.717,0.504,0.0,0.514,0.165,170.645,387838,3,049MApziMZxSmEgSB7utyq
0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,0,04aAxqtGp5pv12UXAg4pkq
0.878,0.475,-12.055,0.23,0.457,0.000383,0.106,0.657,124.984,157411,1,04B4K9LHKOkV88d3JFLLyk
0.561,0.55,-17.419,0.037,0.77,0.476,0.0921,0.446,147.01,252080,2,04BGOF5G8ztSjRkhhM0SmE
0.692,0.136,-16.076,0.0544,0.968,0.931,0.0903,0.22,99.906,226862,4,04dbAW4vL9SSKV4CJXEYd4
0.644,0.756,-8.342,0.0273,0.567,0.158,0.151,0.802,120.03,264955,1,04DdNbTmZAgHfNP6FdY3Sa
0.528,0.238,-9.613,0.0847,0.62,0.0,0.12,0.736,152.702,189634,2,04dqYNkXUPAVc9ZfHYicW6
0.557,0.907,-5.887,0.0573,0.0011,0.28,0.0849,0.298,127.986,230875,0,04Drcfb4NM5FaxjYCr1fGD
0.335,0.173,-19.342,0.0439,0.99,0.0249,0.185,0.146,125.964,129000,2,04dstjnDcodXqD5IVuvODI
0.151,0.0639,-24.404,0.0439,0.962,0.603,0.466,0.0797,61.577,200360,4,04eShjKTWijeJJqGnhxpYK
0.621,0.427,-9.733,0.333,0.323,8.35e-06,0.135,0.408,192.183,183218,0,04fBskFuMgIx0T0ob7uIhd
0.709,0.776,-8.351,0.0348,0.0191,0.815,0.153,0.791,120.003,212326,1,04G8syWNtbjgFSto01d7kd
0.752,0.646,-8.552,0.0593,0.00429,0.0,0.179,0.395,139.981,181818,1,04gB2NYWm9swlor2ZPcB9k
0.547,0.743,-7.133,0.246,0.0681,0.693,0.205,0.342,113.359,213700,0,04GDlIxQNjeXBkl7ZoDUFe
0.548,0.496,-11.778,0.0289,0.242,0.127,0.155,0.397,125.55,277533,2,04gVHxwgIy529tRaB2ZGox
0.751,0.872,-5.307,0.0686,0.0027,0.169,0.537,0.556,135.949,211762,1,04gYIUXKUVY2bZhawtyxD0
0.106,0.926,-6.05,0.107,0.000575,0.0185,0.395,0.0769,159.734,355199,0,04hTDr45kONVCXlAqjZGuW
0.792,0.522,-5.167,0.0516,0.00208,0.631,0.0667,0.289,130.009,435987,1,04hY9ZE6jatvZjsu1Q9nPc
0.309,0.406,-7.607,0.0388,0.191,0.0945,0.188,0.468,88.967,336200,2,04JAnH0F59VTr78dsZ7UF5
0.378,0.0071,-31.988,0.0362,0.989,0.884,0.398,0.197,172.287,153488,4,04joznr5hR5oMYSmou54lX
0.718,0.26,-17.761,0.866,0.907,0.0,0.184,0.614,101.245,75760,3,04krCkqISePg15BsaW6APT
0.801,0.546,-7.256,0.132,0.28,0.929,0.141,0.902,94.0,275751,1,04KsMCb9PZE2S0AtUU8Jhb
0.792,0.66,-5.844,0.0279,0.185,4.16e-05,0.043,0.511,140.018,175093,1,04kxX891Xqb7ynQs4adU21
0.214,0.0623,-30.809,0.0408,0.941,0.805,0.0972,0.119,74.546,164750,4,04l3HluciZmU9GehYaJBRF
0.121,0.0818,-25.055,0.0433,0.932,0.96,0.091,0.0363,80.232,224615,4,04lDOxJeMbYjkTVx9TbJsb
0.436,0.778,-4.516,0.0358,0.00304,0.00927,0.103,0.386,118.344,236160,0,04LpPNq2WuR0mZkHATmxTZ
0.512,0.78,-4.946,0.0409,0.0471,0.0242,0.0856,0.609,93.998,160543,1,04mV3n8ZNGHvhxdJSyxE9d
0.63,0.514,-8.005,0.0521,0.247,0.0,0.0989,0.477,89.128,250053,1,04N18CfIbOJPnVLGOKgJNB
0.718,0.483,-6.596,0.0381,0.387,0.000208,0.124,0.29,103.997,209132,2,04NMWz4ctkuILV6mUR2iWp
0.614,0.824,-4.963,0.0519,0.117,0.00716,0.338,0.172,150.028,171493,0,04nqh41iiGhpEDgAEoiuua
0.25,0.15,-17.324,0.0318,0.932,0.204,0.0979,0.101,91.805,298827,4,04ohpWQHENREA5pmiIvrNB
0.774,0.161,-12.166,0.117,0.485,0.879,0.132,0.514,83.651,114217,2,04OPgI7SLV4fLwqfdw7lrp
0.582,0.928,-6.205,0.0583,0.000253,0.217,0.217,0.303,127.974,219750,0,04opOX2Aa6K5b137Mag3LK
0.513,0.325,-20.989,0.936,0.829,0.0,0.795,0.462,86.779,207000,3,04P5Y93bIK1HRJ68hQdBCx
0.766,0.705,-5.063,0.121,0.351,2.9e-06,0.0922,0.399,172.057,125581,1,04plLJn5hWZ3bBV09s09lm
0.348,0.983,-3.555,0.096,0.000193,0.0172,0.0678,0.228,77.944,213066,0,04pNnVlJdQllYxjp2ZY0lO
0.734,0.439,-10.318,0.0373,0.0447,1.35e-05,0.82,0.381,120.021,266173,0,04Psb9bQG2In2y8m13FhRy
0.473,0.867,-7.035,0.0621,0.000124,0.00976,0.359,0.566,152.037,211865,0,04PUMUPLWkxIR8afP1hJLo
0.691,0.329,-8.389,0.0629,0.948,0.921,0.204,0.73,89.995,179278,2,04PY2C21jq5JKpPYBEVUfQ
0.231,0.98,-5.58,0.345,0.00477,0.000576,0.116,0.0329,105.774,221267,0,04Qd4JtoHduWHLPePBE8BK
0.502,0.0778,-28.572,0.332,0.936,0.0431,0.137,0.238,88.504,1189440,3,04qdqQ015vkmimNl5pDuEK
0.819,0.744,-6.826,0.0799,0.0133,0.00177,0.0995,0.665,102.995,191068,1,04QTmCTsaVjcGaoxj8rSjE
0.473,0.359,-6.126,0.0537,0.775,0.0,0.0997,0.733,82.37,142177,2,04RaThB20KTtI8wwXASw3L
0.646,0.269,-18.618,0.944,0.977,0.0,0.714,0.732,129.705,136240,3,04rI0UeYptj9Rg7fG6iT8r
0.499,0.881,-5.578,0.0588,0.0106,0.0,0.0887,0.477,122.107,255738,0,04rpiXwJmiOr2eWaayrcts
0.696,0.232,-16.637,0.931,0.643,0.0,0.459,0.415,103.975,580867,3,04RXkOFhbyWe36bpeFfIQd
0.679,0.108,-20.513,0.952,0.644,0.0,0.147,0.275,97.894,168976,3,04s3gcdgddytpw6XtZdKOJ
0.388,0.964,-3.467,0.0926,2.19e-06,2.08e-06,0.113,0.0879,99.966,285482,0,04sFa2vmtroFM7RH2j8OUp
0.0,0.0966,-22.904,0.0,0.853,0.0,0.175,0.0,0.0,41099,4,04SkgdhKWtBHygd2qPZVZc
0.324,0.206,-22.131,0.0527,0.88,0.00289,0.143,0.328,147.137,255707,2,04sLtKf6eMqtLfIXSWJkFa
0.578,0.786,-6.549,0.0314,0.0953,0.00303,0.0683,0.697,96.326,183133,1,04SU9LZQel0dTMjJJtBmkK
0.682,0.574,-5.241,0.0519,0.0355,0.000131,0.254,0.731,93.481,169412,1,04ToULF2xWTbVtfAUk6K7P
0.663,0.54,-12.043,0.0631,0.658,2.26e-06,0.129,0.799,116.221,156373,1,04TRj0dl7nETLulz150iNz
0.658,0.396,-12.753,0.0319,0.627,0.0,0.176,0.485,97.957,199853,2,04TvtzVrd7FufnY5KJLXzO
0.332,0.134,-15.857,0.0393,0.85,0.0126,0.109,0.146,87.145,215867,2,04Uu1ZEM2WtDV7yBZA2jYi
0.499,0.0188,-28.836,0.11,0.995,0.911,0.106,0.14,81.395,127820,4,04uVxAxx6QvPQzfuLv5A6P
0.258,0.968,-3.852,0.0681,7.2e-05,0.357,0.247,0.412,83.007,194520,0,04vAjpZ2ppNIFcxq9bqj39
0.603,0.825,-3.587,0.0288,0.00629,2.9e-06,0.136,0.415,96.028,206963,1,04WFKaQNQcH23eezAMbPsH
0.841,0.57,-10.031,0.274,0.177,0.0189,0.257,0.941,94.459,178347,1,04WXE1PuJru8iK7QjYeOaE
0.732,0.408,-8.475,0.036,0.747,0.000229,0.069,0.663,87.016,299440,1,04XeEuHyG4Z3NKY1zgAYEO
