danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster,id
0.403,0.0621,-28.678,0.049,0.995,0.932,0.0999,0.146,135.761,153104,4,3VBPPIu4MGBnMj4SF8sJBJ
0.663,0.795,-10.502,0.0406,0.157,0.949,0.0533,0.68,110.019,152200,1,3vBssIeFjrODREnBja89AB
0.162,0.991,-6.198,0.0588,7.22e-06,0.246,0.361,0.624,173.912,216040,0,3VC3Dey7yHMuWFKqHIRZTd
0.296,0.0627,-20.764,0.0994,0.973,3.12e-05,0.757,0.067,175.841,189760,2,3VC3fi0Iz3cV1dtsDLwoII
0.657,0.584,-10.553,0.173,0.141,0.915,0.106,0.209,121.993,269196,0,3vc6u0eaPIsctv1VpYeFJa
0.658,0.317,-12.318,0.0424,0.823,0.00548,0.111,0.262,76.849,186000,2,3VcFoOwKYurSedLtz9nFJC
0.461,0.69,-6.958,0.0611,0.169,1.01e-06,0.113,0.353,110.915,296480,0,3vCHmbyOgc6pgwLUWfU4pF
0.672,0.596,-6.323,0.0352,0.0409,1.46e-06,0.0762,0.789,175.924,225001,1,3vCj0QDwcJBJoCteRG1kfh
0.653,0.433,-10.487,0.0295,0.0901,0.00394,0.0765,0.582,146.097,274600,1,3VcmjpCGGY4ReELVr4R7aa
0.75,0.472,-9.545,0.0683,0.438,0.933,0.118,0.173,87.515,174543,2,3VCS4koclEAw6MxMYk2EBh
0.674,0.184,-19.387,0.502,0.313,1.38e-05,0.101,0.163,99.486,306225,3,3VD9CkUyvqb3yYqB2SEVyh
0.364,0.00592,-31.109,0.041,0.995,0.833,0.0963,0.0432,60.231,199758,4,3vDKBXhismlvnpXbm9DAdc
0.528,0.0687,-20.603,0.149,0.239,0.0,0.163,0.218,88.567,103947,2,3vDuTVmt13aYZk7LP2dwNB
0.809,0.391,-6.727,0.0413,0.18,0.00172,0.235,0.688,86.957,202759,1,3VEdzfUk5q70JDmBH0F0Wa
0.417,0.849,-4.199,0.0481,0.0146,0.000387,0.0673,0.594,94.267,171693,1,3VEFybccRTeWSZRkJxDuNR
0.794,0.482,-14.01,0.033,0.799,0.881,0.104,0.94,129.99,195195,1,3vEIzJE4xGmfmufxa5QVGr
0.774,0.573,-9.315,0.0647,0.0158,0.0628,0.132,0.475,101.976,214118,1,3VerYSeA9fDRLDCpb9JzSW
0.502,0.488,-12.265,0.0261,0.3,0.128,0.319,0.74,89.279,377560,1,3vfIv3pvYlLOa0wKIEuqFn
0.455,0.167,-13.613,0.0739,0.918,0.0,0.173,0.404,76.118,185067,2,3vFVS2WYHDG4KkWCNecvpn
0.612,0.688,-6.65,0.0258,0.0315,0.00634,0.0887,0.734,100.006,189733,1,3VgagP7fjqymTmwXF85lM9
0.529,0.497,-8.979,0.0436,0.196,3.75e-06,0.101,0.449,135.315,285307,1,3VGjFO89Sh53UjTRGJXWmi
0.387,0.0916,-21.304,0.04,0.977,0.922,0.0964,0.341,128.97,189507,4,3VGv4FgBouhRvccu9fvkL4
0.581,0.34,-12.791,0.926,0.581,4.61e-06,0.276,0.349,192.129,346842,3,3vH1OSsoV43Bgcb39cFeOx
0.564,0.668,-6.578,0.0442,0.0244,1.15e-05,0.168,0.32,79.99,168094,0,3vHTlIT5uIilAFf6Cy69tr
0.721,0.63,-7.404,0.239,0.0783,0.000476,0.114,0.681,102.927,215733,1,3VhxHYsQJj3MM3W5WtBnn7
0.275,0.0387,-27.145,0.0508,0.995,0.948,0.0978,0.148,74.601,166539,4,3vI6xOQVh0DPw0vDJLXQIJ
0.554,0.915,-8.52,0.0522,0.00105,0.000231,0.13,0.327,127.997,220878,0,3vIBgMOO5BY8WfWZDfY0FO
0.665,0.0375,-32.523,0.806,0.782,0.0,0.377,0.312,86.521,58640,3,3VIjpC8wX81p5NE5LdaFSG
0.734,0.663,-7.292,0.185,0.28,0.0,0.12,0.256,101.943,183853,1,3ViJYmiobUr5ozBHHcpzbF
0.889,0.912,-3.179,0.129,0.00615,0.666,0.06,0.682,120.009,344538,1,3VJaqeaWFRZYoGeDKJbkqu
0.755,0.779,-6.546,0.0519,0.459,0.0306,0.125,0.562,108.026,233333,1,3VjmFr6ApusJwvCHAkbo7X
0.577,0.821,-6.069,0.0681,0.0458,1.02e-05,0.235,0.619,87.513,198927,1,3vJPG94q3WlwK16IkMYDIL
0.0,0.0922,-22.747,0.0,0.0,0.787,0.0,0.0,0.0,4027,4,3VJucrt0Iq41zWZq1fdVnP
0.56,0.401,-7.95,0.0312,0.885,7.76e-05,0.0824,0.337,112.788,212308,2,3Vk2sEPrkjZeQWLTAhi6JM
0.769,0.569,-5.615,0.191,0.255,0.0,0.0964,0.485,110.032,183280,1,3VKDOXkmTHt4Xa78U4dbDp
0.38,0.83,-4.102,0.0502,0.0304,0.0102,0.503,0.586,95.289,215747,0,3vkGYYBMcRJ9ukyGwendMb
0.429,0.481,-9.704,0.0273,0.417,0.757,0.158,0.268,100.802,232121,2,3Vkk3IkuN6NrTkQDsiHThO
0.797,0.9,-5.39,0.278,0.077,4.36e-05,0.118,0.944,124.077,182419,1,3vKqNw4TfDPY2UcWosAscs
0.159,0.00871,-35.772,0.0383,0.924,0.871,0.0981,0.0399,65.713,180722,4,3Vl7cwxOxYhpgDDpFv7mG7
0.763,0.00745,-23.655,0.176,0.921,0.0,0.111,0.114,92.237,49027,2,3Vl9WiX16xywduluhzbHtP
0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873,201000,2,3VlbOrM6nYPprVvzBZllE5
0.618,0.919,-3.027,0.0423,0.0314,0.0,0.0539,0.414,125.994,208929,1,3vlgaWIgx1gJyOnnowxG5a
0.282,0.00559,-25.592,0.0439,0.876,0.917,0.107,0.199,68.708,142444,4,3VLijD3p8nNHwz6cwJ7d9S
0.296,0.974,-4.351,0.148,5.33e-06,0.0809,0.317,0.204,192.996,200240,0,3vllDnaqB08ChweRPYqigT
0.303,0.991,-4.923,0.0891,1.73e-06,0.488,0.132,0.264,112.305,251373,0,3vLoFnY2fW4iF1KDGSD6jZ
0.768,0.393,-11.737,0.0399,0.229,0.375,0.0923,0.442,131.989,206600,1,3vlVbJmvSm3x5Hqmnzh8HI
0.438,0.778,-7.452,0.0683,0.00269,0.779,0.0893,0.457,95.775,195987,0,3Vm5T4ZUrPXXkJ5YXqfvMX
0.337,0.0792,-31.99,0.0339,0.991,0.934,0.103,0.317,82.251,150500,4,3vM5WFlaaxJjCMWsQYLwZI
0.538,0.934,-6.608,0.064,0.000178,7.96e-06,0.18,0.292,129.992,214693,0,3vMWBaQiRWFrhnQ9mZokK3
0.666,0.687,-5.939,0.032,0.47,0.0,0.31,0.341,88.04,177044,1,3VN3QAUhrpyzCXx13dtNPI
0.822,0.833,-2.986,0.0665,0.101,0.113,0.0406,0.968,100.005,242442,1,3vn9zPVFtBzdf2SEb2MN5d
0.533,0.411,-11.378,0.0308,0.68,0.000148,0.292,0.391,168.816,267987,2,3vNavMsGnaDLe8fcOGlz2a
0.709,0.0809,-27.527,0.921,0.862,1.48e-05,0.124,0.486,110.573,56784,3,3vnkHHWsxIaedZZrmiFgsv
0.522,0.103,-11.712,0.0412,0.912,1.23e-06,0.107,0.35,125.507,189013,2,3vNt852RXNZB8PJsIf5P2E
0.268,0.471,-16.493,0.137,0.796,0.896,0.0975,0.133,170.432,330000,4,3vO4yolddOhdDHWL5GB0Fn
0.715,0.201,-27.802,0.902,0.739,0.0,0.532,0.509,113.273,433572,3,3vO6WBlVHc4qxYGT6b9red
0.699,0.969,-1.703,0.12,0.000161,0.475,0.0861,0.609,130.015,201231,1,3vONyc0iqRBom23VxYlbiK
0.547,0.53,-7.344,0.0389,0.0972,0.00772,0.106,0.303,141.954,232360,0,3VOrtLsn6VBoqfcB8BqIU0
0.612,0.724,-13.341,0.943,0.762,0.0,0.701,0.151,87.922,101627,3,3VoruENe1K0v7vZHEuAbpc
0.844,0.388,-12.849,0.207,0.149,0.831,0.053,0.555,79.968,81000,1,3voSXNZ1D1yPz95nkrR1fy
0.564,0.364,-5.845,0.0631,0.759,0.0,0.0839,0.591,86.538,192277,2,3VOtM6x5KXZuxSzHaaf9oO
0.353,0.825,-6.615,0.0882,5.69e-05,0.845,0.66,0.344,166.78,234400,0,3VowFZMqNlHzSIa2MA2kwM
0.579,0.0952,-10.659,0.0364,0.971,0.0,0.137,0.175,125.733,249440,2,3Vp1ShzJnzjtMbGucz0c16
0.705,0.416,-15.646,0.911,0.991,0.000411,0.464,0.713,72.484,106987,3,3VpbnfcggxaJT9qox4F2jb
0.756,0.675,-8.755,0.0353,0.326,0.222,0.0919,0.69,122.003,303000,1,3VPbtpH60YAEqxOxLJD6Fy
0.672,0.788,-5.822,0.121,0.053,1.13e-05,0.112,0.321,87.964,216316,1,3VPFV5Xj8QjXDJKl2rVce7
0.797,0.493,-7.891,0.193,0.451,0.000131,0.118,0.624,91.009,242627,1,3VpLkugcSbYuDSOBKNxFaQ
0.297,0.0641,-24.528,0.0376,0.878,0.887,0.104,0.086,181.629,205385,4,3vPoUXeqlDaqHUx38pe7tb
0.36,0.527,-9.883,0.0289,0.229,0.000792,0.0536,0.247,132.639,354640,0,3vPrFUtWpKT9oNW94NDDEW
0.628,0.268,-14.973,0.0486,0.914,0.841,0.424,0.27,79.875,108000,4,3Vptadep33JCLSCJGCr09r
0.0,0.443,-14.165,0.0,0.433,0.0,0.0947,0.0,0.0,14373,4,3VpZn7BRN3llWKZ7K7Vv3Z
0.457,0.719,-7.211,0.0746,0.00905,1.98e-05,0.356,0.273,160.46,503893,0,3Vq6VnRNFlhL8NHdh0g0Ii
0.436,0.151,-20.745,0.0603,0.955,0.793,0.11,0.359,103.777,153267,4,3VQ7hwiEfaHDl3AySgyaiR
0.687,0.208,-13.271,0.0928,0.962,0.878,0.108,0.232,123.67,188941,2,3VQaQbYdSLSgw9sodURQJr
0.691,0.11,-18.926,0.83,0.485,0.0,0.132,0.439,102.259,1153427,3,3vqewtlyNL6Ug7vbs0x40a
0.632,0.422,-11.047,0.029,0.931,0.913,0.108,0.178,99.036,181411,2,3vqGSm12cnsQ737WNzSAxZ
0.863,0.39,-9.988,0.2,0.573,0.0142,0.224,0.454,75.816,117578,2,3VQIAOQRwGwFvBaR7E36O1
0.445,0.675,-8.774,0.0315,0.00122,0.00799,0.233,0.318,164.99,206545,0,3vQVgISrydzyhwqWXtkPxW
0.912,0.485,-11.08,0.239,0.484,0.00997,0.1,0.359,136.033,141176,1,3Vr5p5XRkk7GHdjdmv8ynT
0.316,0.256,-15.085,0.0438,0.841,0.0508,0.0938,0.133,90.05,196583,2,3VrjecrZEW669XSGrwWAtS
0.0,0.0813,-16.699,0.0,0.0,0.0,0.0,0.0,0.0,4000,4,3vrkO2JblMf72fIFgORno0
0.447,0.0805,-20.874,0.0489,0.994,0.937,0.106,0.178,143.149,193753,4,3vrkYJODH1pEthNwy9bdSq
0.859,0.358,-7.527,0.0681,0.0766,0.0,0.0858,0.525,90.013,195657,1,3Vso4DfpWZDwKXmcbEPacb
0.781,0.173,-22.851,0.928,0.794,0.0,0.481,0.667,105.07,46974,3,3vsSLV1aGllrxL2MCha4LY
0.589,0.786,-9.17,0.96,0.764,0.0,0.853,0.554,73.597,114307,3,3VsXfGdNSgUAy5SZCQ8h8T
0.937,0.548,-7.261,0.155,0.0625,0.0,0.106,0.424,135.054,141984,1,3VT3Dt9OAfZbLSiySkUd2g
0.744,0.0661,-19.882,0.869,0.913,0.0,0.156,0.559,82.342,126333,3,3Vt8hRt6vUTWvvqMD0b5cK
0.401,0.196,-13.299,0.0346,0.812,0.0,0.154,0.171,105.001,196652,2,3vTdv1S138Sv6Xhxf5QcfT
0.674,0.647,-8.275,0.0297,0.214,0.188,0.121,0.845,119.101,255987,1,3VThpW3UX13QbXHDNQqxvo
0.534,0.976,-6.742,0.156,0.000582,5.29e-06,0.0615,0.131,120.008,222989,0,3VTipthZvRfTC2KQhJUi5q
0.757,0.614,-6.828,0.126,0.472,0.0,0.161,0.616,90.523,200865,1,3Vtl4Xc9cKVs1UoenXtScn
0.528,0.929,-3.346,0.051,0.0102,0.00166,0.334,0.653,102.994,158465,1,3VTlWV4YoSgVvyfJI0IMZR
0.634,0.115,-21.144,0.617,0.793,0.0,0.0814,0.373,115.671,78093,3,3VTO07WCzNaxb7FUvR7Ojx
0.184,0.871,-3.245,0.0661,0.00837,0.167,0.15,0.21,127.972,221286,0,3vToiuX2Xqi1iMIhsDJn2s
0.658,0.141,-23.051,0.959,0.883,0.0,0.144,0.392,84.829,74467,3,3vtpaMKYaFGsO40c2ce4sP
0.826,0.72,-9.582,0.119,0.103,0.773,0.11,0.287,127.011,494257,1,3VtTuQ6lypMoOBcm6VMzdh
0.156,0.0128,-27.881,0.0376,0.948,0.946,0.111,0.0777,139.262,154286,4,3VtwqVa4zccZMKIiFsMEtk
0.371,0.0165,-27.682,0.0409,0.992,0.921,0.128,0.149,71.044,105025,4,3vU8mciK9Ec13Kg9AtbQEu
0.532,0.455,-8.366,0.156,0.452,0.0,0.237,0.204,148.182,160187,2,3vUc9WQpoca15404jNdzf9
0.294,0.675,-3.562,0.0435,3.15e-05,0.000711,0.321,0.37,148.186,228853,0,3vUHrmHxjsngAXKvxRJ6nc
0.522,0.811,-5.343,0.0372,0.0263,0.0,0.299,0.466,92.889,202917,0,3VuJi1qJ2gcL7XHjEJZuga
0.564,0.328,-5.044,0.0355,0.833,0.0,0.102,0.244,121.306,239772,2,3VuLFnOmk8EjVyehCJfzhT
0.162,0.0323,-40.145,0.0545,0.926,0.809,0.11,0.0343,130.908,156739,4,3VUxDjLowkVbLLAtTOu9AY
0.409,0.92,-5.439,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960,0,3vV3cr2TpPqFk07zxYUbla
0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,1,3vv9phIu6Y1vX3jcqaGz5Z
0.698,0.897,-7.583,0.0608,0.0111,0.396,0.671,0.387,126.014,205920,0,3vVdNuzFHL0hmT8Xq4vbhY
0.529,0.89,-5.967,0.0525,0.000116,0.139,0.118,0.583,121.995,207460,1,3vVHvHY1v5bDe19cF9HJ3Q
0.802,0.38,-14.758,0.944,0.99,0.0,0.493,0.821,56.886,72493,3,3vvSDuw5aLctmWJ0JG88v0
0.155,0.17,-18.067,0.0408,0.988,0.971,0.0751,0.0388,137.268,201600,4,3VW0JyEfyYHqmhiZORcdTr
0.617,0.0182,-21.728,0.251,0.237,0.0,0.102,0.372,169.153,339240,2,3VwfI5H6NzvB0Uegu2vQlg
0.681,0.0733,-19.002,0.783,0.695,0.0,0.413,0.325,86.834,290025,3,3vwPVUD6U5b5rEh7e7s68f
0.497,0.68,-5.722,0.309,0.456,0.0,0.123,0.702,94.983,225904,1,3VwR0joqoloF97pCHzLVLx
0.262,0.841,-7.043,0.0557,1.28e-05,0.776,0.109,0.339,136.216,336720,0,3vX40kM91roJS58JpFMWct
0.775,0.29,-13.078,0.033,0.684,0.879,0.0964,0.737,99.047,218182,2,3vX6s2VxoxIHsCFJr71BkG
0.235,0.249,-16.897,0.0352,0.896,0.474,0.323,0.105,181.049,372501,4,3vX88h9PNHjYc7P1NpypR0
0.916,0.823,-2.817,0.109,0.101,0.00414,0.0895,0.587,106.003,170131,1,3Vx9CLbLbryCWcvcte180I
0.473,0.858,-6.273,0.94,0.872,0.0,0.779,0.388,85.931,165013,3,3VXbNAMH4NbyciYBtUzZAK
0.584,0.71,-5.077,0.14,0.0174,2.26e-05,0.096,0.289,140.042,163409,0,3vxNh1kdvZ1nUHYUwKNStI
0.647,0.803,-5.36,0.389,0.137,4.06e-06,0.0952,0.55,82.108,173880,1,3VxOgQ9o1aKonFx4d5lPR3
0.696,0.795,-5.591,0.0562,0.484,0.00451,0.182,0.658,83.982,197928,1,3VXvKTOQoY0kWvpjU67uq2
0.635,0.118,-23.678,0.958,0.661,0.0,0.134,0.176,160.946,100473,3,3VY3XctdI3mzK4ejhqbL81
0.541,0.673,-9.246,0.042,0.0551,0.148,0.123,0.219,108.98,231804,0,3VY42CX63Kshy77EbM6Zrr
0.515,0.725,-5.523,0.0289,6.55e-05,0.000105,0.0864,0.168,139.971,258640,0,3VYgUNGdcQwfjDukoYkFWf
0.408,0.0798,-21.214,0.0453,0.928,0.0329,0.0902,0.475,105.653,197267,2,3vyqy9mwoPQEw4reeHTEnj
0.357,0.573,-4.187,0.0446,0.537,0.0,0.101,0.219,174.116,178373,0,3vytOevJomYPaAZM2OXwn5
0.452,0.916,-3.17,0.0478,0.000308,0.000391,0.118,0.592,90.995,205091,1,3VZjogSj2XePaVubGgFOUo
0.152,0.424,-15.795,0.0609,0.143,0.0867,0.483,1e-05,134.199,204407,0,3VzOmxTc7Boj06x2ONfN7y
0.714,0.905,-2.663,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337,1,3VZQshi4COChhXaz7cLP02
0.52,0.992,-2.386,0.106,3.88e-05,0.0402,0.173,0.38,90.038,276227,0,3VZWVvHjzkG60FyVUkTcy5
0.186,0.959,-2.669,0.0683,2.06e-05,0.00644,0.108,0.613,160.519,193468,0,3VZZgqgrmQrWXeDKTL8Jgw
0.61,0.274,-12.065,0.0688,0.675,0.82,0.0639,0.264,157.671,225238,2,3w0wpdqk3ltN3EYUuUecos
0.741,0.893,-4.832,0.221,0.144,0.0,0.311,0.763,125.971,147143,1,3w11aMZLqp0Wx7viPz0bjc
0.573,0.657,-6.275,0.0536,0.214,0.000165,0.0635,0.0779,132.017,221200,0,3w1dGSbR4VwfYvnPELox70
0.523,0.88,-9.019,0.0402,0.00961,0.000828,0.329,0.553,132.426,235733,0,3W1iDAW7PVwlMC2zJIKF0k
0.615,0.136,-16.508,0.912,0.887,0.0,0.403,0.37,76.046,1416773,3,3W1K70VU0rqy72w7n6oloC
0.468,0.495,-6.634,0.0822,0.429,0.0,0.305,0.235,171.4,201401,0,3w1P8nwsVi9vxrGvxYLzAC
0.472,0.865,-8.169,0.0586,0.0587,0.000682,0.097,0.308,96.88,215481,0,3W1vpLhD41V15wnXKNxKbm
0.712,0.796,-5.926,0.0435,0.145,0.0475,0.076,0.361,93.046,289307,1,3w1x8BZ8zkDqt5pt3IWuEx
0.416,0.962,-6.307,0.039,0.000515,0.861,0.093,0.187,136.009,268828,0,3W2aEQGZtqyX3eTWvSj6Ub
0.868,0.66,-6.079,0.057,0.00454,0.205,0.0843,0.389,125.983,148571,1,3W2bm5HR9tnS4ENFNJJ4XF
0.327,0.895,-7.428,0.0367,0.000564,0.0159,0.104,0.898,169.39,219800,1,3w2GGz0HjIu9OcWXINRFJR
0.594,0.519,-9.954,0.108,0.405,0.786,0.181,0.651,84.859,128846,1,3w2UtkEi8D1jvY5bp6JDcu
0.912,0.716,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,1,3W3KtDwAIg3mAruSpnfG3Q
0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,233478,1,3w3y8KPTfNeOKPiqUTakBh
0.447,0.743,-5.773,0.03,0.115,0.00939,0.269,0.542,109.529,209987,0,3W3YJYPXgzGeb6l8DnKLmY
0.41,0.279,-13.248,0.0315,0.75,0.244,0.112,0.245,115.302,227667,2,3w4hSYOCUcsfk86JcjkO1a
0.601,0.36,-16.417,0.875,0.876,0.0,0.255,0.519,83.535,123867,3,3W4mGtoq1fLwcXCbt6qnbE
0.456,0.444,-13.069,0.098,0.251,0.0171,0.287,0.283,84.913,151059,2,3W4P1ay0wX7Rz1FIdwFfB3
0.138,0.00553,-33.682,0.045,0.923,0.926,0.11,0.0384,69.831,186625,4,3w6E8ita0ZRqXIyzOhrSSv
0.688,0.924,-4.517,0.0971,0.14,0.0,0.336,0.798,113.151,199147,1,3w6WFjsxlbjV1nF0arIRyl
0.294,0.056,-22.466,0.0396,0.993,0.94,0.109,0.304,186.361,131500,4,3W7N2Nl2KaW2eNvDOjtat7
0.801,0.282,-12.25,0.0362,0.92,0.0206,0.112,0.642,109.514,195693,2,3w81mb4pycjzofAdEiboS0
0.379,0.135,-12.259,0.0496,0.962,0.933,0.105,0.194,67.913,198093,4,3W8MbeBHivBMkTgwaQdmTe
0.396,0.0546,-22.573,0.0865,0.97,2.44e-05,0.45,0.0467,72.521,238227,4,3W8tZW0gSXDV1P3mKNsosh
0.718,0.157,-18.31,0.925,0.962,2.83e-06,0.0585,0.495,122.721,148133,3,3w8wFEdVGmhujHVGdpM0U4
0.703,0.832,-6.431,0.0386,0.343,0.0,0.128,0.947,140.004,226827,1,3W8WJ05DrwkusqdFyrtFw5
0.713,0.165,-21.696,0.922,0.905,0.0,0.391,0.589,114.477,66960,3,3W8z16xTvunFhzPrXuXsyT
0.495,0.841,-7.857,0.0317,0.0108,0.00731,0.181,0.362,123.003,265366,0,3w97LeJNh7BHYS4SOwEFe0
0.645,0.611,-9.709,0.959,0.932,0.0,0.871,0.237,80.667,379925,3,3w9lGx9GK4uiKJcCxTXj6I
0.494,0.723,-6.643,0.0335,0.000161,0.0578,0.0755,0.186,124.055,261627,0,3w9nNYrQ4ki7Z9thP4Q2F2
0.496,0.587,-4.137,0.197,0.317,1.83e-06,0.707,0.649,83.217,207947,0,3w9PVE3uF2fnOx8atB690c
0.878,0.933,-3.093,0.277,0.126,0.0,0.531,0.601,154.006,172987,1,3wAbP40X5P9EVWkwmszInb
0.821,0.671,-5.893,0.18,0.00843,8.5e-05,0.0972,0.494,145.953,187773,1,3WaDoMDQRqDdgtCDLxanpN
0.069,0.0169,-28.543,0.0414,0.985,0.906,0.0789,0.0342,67.932,293538,4,3WasVog6ut4Yo9JH9LuVuZ
0.469,0.0994,-12.503,0.0538,0.94,0.0,0.0764,0.209,73.581,175629,2,3wAW1vIrWxUmJajU9tl0AP
0.478,0.767,-8.069,0.342,0.38,0.106,0.671,0.48,139.758,413467,0,3wba431TDDOE9MR2Lzcmmu
0.805,0.909,-6.539,0.0505,0.00657,0.926,0.0674,0.635,122.004,536046,1,3wbUuzRdemeNJuqnMNBC9m
0.647,0.0696,-29.31,0.855,0.988,1.47e-05,0.113,0.576,45.377,64284,3,3wc0fR7DF7Zmb4McRi3x0r
0.432,0.0319,-24.375,0.0425,0.996,0.929,0.101,0.406,74.994,103916,4,3wC0qWD7r4kHA5icmiXD9m
0.645,0.165,-19.347,0.164,0.223,0.803,0.164,0.843,80.367,121891,1,3Wc9aWJgP6ST2gKqaPUzq9
0.564,0.636,-8.136,0.0418,0.739,0.0224,0.0807,0.218,101.913,193187,2,3wcluZHyfuTzIXHfwXVAIE
0.434,0.688,-7.46,0.0925,0.00244,0.00416,0.246,0.444,85.83,181573,0,3wCsmunW9P07GfPRKmOpx5
0.704,0.295,-11.083,0.0387,0.716,1.56e-05,0.133,0.427,130.011,211677,2,3wD5R5grD04FKW0zsBuiKy
0.667,0.282,-9.154,0.0395,0.838,9.73e-06,0.0854,0.512,89.955,198898,2,3wD9lRUL8hYJzPnJDSCzD9
0.788,0.624,-8.034,0.0501,0.178,0.0105,0.0608,0.602,89.98,278904,1,3wDbyc59SQyOwwCDuhoA0E
0.713,0.193,-25.174,0.894,0.428,0.0,0.78,0.781,56.957,25693,3,3wDmEvk852RWHMjDlT2gSP
0.73,0.148,-24.102,0.84,0.928,0.0,0.204,0.637,70.937,144547,3,3WduonVo8hRxHVc4saeJi5
0.428,0.149,-18.989,0.0407,0.971,0.888,0.105,0.182,132.982,316840,4,3WdxyqTNjfgx0tKfn0hPYy
0.812,0.805,-3.83,0.243,0.00677,0.0,0.0833,0.568,119.958,169812,1,3WE4GE18Yq8s3Z7uV743I4
0.43,0.256,-22.088,0.0641,0.985,0.867,0.106,0.173,133.955,155821,4,3WEdWvAScE1EcBfErseQnC
0.676,0.487,-10.984,0.0849,0.611,0.00132,0.134,0.235,160.115,230947,2,3WEGJUSduWrmzvQClu1QOq
0.153,0.0186,-21.146,0.0399,0.92,0.376,0.107,0.167,82.152,254060,4,3WEkHcJisp1XyPPNMWKAi0
0.501,0.991,-1.731,0.0996,2.46e-05,0.0,0.107,0.222,110.001,189858,0,3WERezDCiZxIDfghCax9uJ
0.198,0.125,-22.252,0.041,0.964,0.92,0.112,0.0388,95.653,166901,4,3WeYjOyamokKdl3cvQysZq
0.684,0.0536,-21.603,0.661,0.847,0.0,0.21,0.71,100.916,60161,3,3wfIF10leesmP9JnMkXUTd
0.582,0.606,-9.961,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,1,3wfujdbamR3Z46F4xav7LM
0.82,0.745,-4.921,0.0717,0.034,0.317,0.291,0.579,124.992,193096,1,3wGCJz3Ay0tLt3JdkjVzmB
0.799,0.271,-14.254,0.937,0.709,0.0,0.152,0.575,114.446,43413,3,3wGHCVRzb9UO2A7AMwNIvE
0.728,0.392,-12.058,0.0382,0.65,0.363,0.0938,0.393,100.015,122626,2,3WgPd7FVAvSxjjfdeS7wj4
0.667,0.017,-24.049,0.0839,0.996,0.96,0.0844,0.783,140.776,127483,4,3wGWKifyuexfA7YSCx0lS1
0.0625,0.23,-18.356,0.0392,0.89,0.922,0.0982,0.0351,69.241,203423,4,3WgX6oDGy5TjPEPA028sls
0.542,0.398,-6.533,0.0263,0.75,0.0,0.104,0.561,78.063,193467,2,3wH9KuHeuYHNRF2Yt6z0cc
0.363,0.164,-28.428,0.136,0.963,0.00441,0.449,0.277,82.584,66120,4,3Wi4sxYlbkQdOySHs2XURT
0.551,0.619,-8.659,0.0329,0.49,0.000576,0.223,0.71,153.033,217067,1,3Wi89XJzg7ZbQ8ro9IayBj
0.445,0.338,-10.928,0.0305,0.806,0.0109,0.121,0.318,109.918,180011,2,3wihzwWc7SD7plghq6xNxV
0.515,0.472,-10.267,0.031,0.757,6.24e-05,0.565,0.671,96.573,210476,2,3WIlJDfKcfq8o05pAZCRtl
0.308,0.197,-24.065,0.0351,0.992,0.888,0.0997,0.407,148.425,120500,4,3wITraN3zcyiET62WZF3KE
0.69,0.175,-25.796,0.946,0.872,0.0,0.176,0.555,80.34,202360,3,3WITYQH54XwIts8dz1oKs1
0.617,0.0948,-19.608,0.932,0.903,0.0,0.0906,0.656,68.124,446960,3,3wiWRoD2HVuVAv6gKdxvUG
0.471,0.216,-21.137,0.0558,0.994,0.852,0.0897,0.347,92.132,115880,4,3wjGEXabtzSbWxsXsSaIkm
0.526,0.407,-15.799,0.942,0.869,0.0,0.301,0.518,82.701,61307,3,3WJJMj4pgVpEXjB8rWuw6t
0.638,0.112,-19.792,0.938,0.925,0.0,0.11,0.571,84.311,860760,3,3wJt0gHlTM59ES9sGfzNmc
0.624,0.753,-4.068,0.051,0.0167,4.3e-05,0.191,0.89,132.042,135976,1,3wJYYJMdAAfMc2eKA4gxj6
0.669,0.656,-7.1,0.112,0.0991,0.0,0.268,0.592,102.062,201173,1,3WKBNbYx32xlJQ0puFCnAJ
0.646,0.431,-8.517,0.0262,0.637,6.99e-06,0.113,0.292,90.034,220627,2,3WKg25vrbjJlkhsgl2W4p3
0.613,0.493,-9.371,0.403,0.579,0.0,0.0891,0.512,73.426,219907,2,3WKOfIpqPHnhzogH2Ds73k
0.55,0.611,-7.475,0.137,0.162,6.88e-05,0.121,0.243,148.062,247187,0,3WlbeuhfRSqU7ylK2Ui5U7
0.555,0.883,-3.426,0.0341,0.00114,0.041,0.868,0.507,125.02,316718,0,3WLfwlGFy5f2A4O1daqeq8
0.566,0.766,-6.87,0.0552,0.133,0.0,0.117,0.401,139.955,208627,0,3wlpaljKzcvj0YYJAMIwXy
0.435,0.591,-6.973,0.057,0.0132,0.0,0.101,0.0941,129.93,183760,0,3WLwkFXJpZ1VpDxAh0DXzz
