danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster
0.545,0.891,-5.818,0.0529,0.000326,0.000113,0.388,0.192,105.095,236286,0
0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,2
0.0,0.0525,-23.116,0.0,0.734,1.89e-05,0.112,0.0,0.0,13288,4
0.673,0.389,-12.165,0.165,0.626,8.47e-05,0.0987,0.191,140.078,203143,2
0.395,0.691,-11.898,0.0392,0.385,0.903,0.132,0.0968,128.879,426173,0
0.615,0.409,-11.486,0.0268,0.0867,0.000161,0.19,0.594,85.566,206835,1
0.162,0.304,-15.667,0.0417,0.866,0.24,0.682,0.0366,97.832,263173,4
0.552,0.649,-8.285,0.0274,0.157,0.000642,0.277,0.49,130.505,255253,0
0.488,0.227,-8.098,0.0422,0.893,3.25e-06,0.095,0.331,128.131,203867,2
0.498,0.946,-4.793,0.0602,0.000121,2.56e-05,0.359,0.31,106.275,213000,0
0.523,0.833,-6.282,0.303,0.0211,4.38e-06,0.344,0.886,187.122,195400,1
0.341,0.00736,-22.127,0.0436,0.982,0.937,0.108,0.0377,77.256,119947,4
0.553,0.309,-22.482,0.042,0.944,0.937,0.357,0.771,104.833,123840,4
0.701,0.117,-25.587,0.89,0.741,0.0,0.386,0.265,65.796,78773,3
0.535,0.745,-10.123,0.0335,0.127,0.0792,0.179,0.376,163.913,260573,0
0.424,0.156,-19.464,0.0406,0.938,0.542,0.124,0.615,177.711,113160,2
0.444,0.145,-18.403,0.0304,0.815,0.896,0.0724,0.0552,100.119,207000,4
0.522,0.445,-9.64,0.0451,0.332,0.0,0.294,0.629,78.618,239258,1
0.551,0.849,-4.786,0.0381,0.0363,1.24e-06,0.302,0.697,105.931,214600,1
0.32,0.96,-1.919,0.0728,0.00163,8.82e-05,0.0857,0.343,139.74,216320,0
0.599,0.632,-10.518,0.0414,0.0791,0.482,0.316,0.176,130.033,273500,0
0.622,0.644,-6.7,0.0318,0.641,0.000589,0.128,0.608,114.266,206495,1
0.672,0.183,-21.289,0.919,0.892,0.0,0.383,0.354,97.143,38453,3
0.718,0.415,-9.526,0.0436,0.63,0.0,0.128,0.203,132.914,213453,2
0.327,0.905,-9.953,0.0516,4.04e-05,0.11,0.0918,0.4,126.108,340870,0
0.808,0.607,-9.625,0.311,0.224,0.0,0.0657,0.358,99.921,165415,1
0.4,0.952,-3.25,0.0722,0.195,0.0,0.29,0.776,180.487,176560,0
0.39,0.0967,-14.157,0.0356,0.94,0.888,0.0876,0.141,85.825,190210,4
0.655,0.525,-10.803,0.0272,0.86,0.307,0.0971,0.647,116.968,212640,2
0.765,0.689,-5.616,0.0456,0.236,7.39e-06,0.114,0.497,144.958,212850,1
0.57,0.763,-10.624,0.0387,0.00231,0.85,0.277,0.136,125.996,630526,0
0.653,0.879,-3.165,0.0669,0.002,0.0126,0.0741,0.692,127.92,210987,1
0.601,0.355,-22.416,0.934,0.728,0.0,0.116,0.319,83.894,264516,3
0.546,0.516,-11.923,0.0473,0.557,0.0,0.259,0.591,93.516,209133,2
0.542,0.178,-11.659,0.104,0.837,0.0,0.298,0.78,172.121,136696,2
0.664,0.888,-5.161,0.067,0.0252,0.0,0.216,0.605,127.369,209547,1
0.588,0.58,-11.648,0.0275,0.319,3.74e-06,0.2,0.774,145.37,240107,1
0.841,0.154,-15.11,0.0631,0.945,3.56e-05,0.0838,0.804,126.056,75773,2
0.494,0.453,-19.068,0.835,0.89,0.0,0.711,0.141,82.617,209773,3
0.706,0.41,-11.26,0.0499,0.447,0.00476,0.148,0.332,102.968,267240,2
0.148,0.0722,-25.217,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,4
0.969,0.623,-6.243,0.0915,0.0256,0.0327,0.0217,0.96,114.997,255000,1
0.361,0.045,-27.359,0.0343,0.958,0.804,0.0744,0.0927,140.381,260561,4
0.877,0.542,-9.102,0.0419,0.224,0.132,0.0858,0.509,111.474,266704,1
0.62,0.039,-16.291,0.65,0.0998,1.48e-05,0.136,0.273,87.202,323453,3
0.589,0.416,-9.741,0.0949,0.479,0.0,0.0928,0.389,77.852,209543,2
0.424,0.438,-16.3,0.936,0.864,0.0,0.477,0.293,63.873,299773,3
0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520,4
0.268,0.988,-2.36,0.248,2.23e-05,0.0982,0.315,0.272,168.415,203133,0
0.551,0.17,-20.558,0.0309,0.986,0.849,0.101,0.157,118.011,194015,4
0.403,0.88,-5.872,0.0532,0.00582,0.000508,0.319,0.235,100.457,399693,0
0.821,0.548,-6.814,0.0344,0.172,0.000571,0.144,0.903,99.977,146400,1
0.663,0.155,-15.06,0.905,0.474,0.0,0.0995,0.159,139.6,319507,3
0.576,0.989,-1.909,0.112,0.00252,0.0032,0.0243,0.352,135.093,283400,0
0.629,0.212,-14.038,0.956,0.782,0.0,0.0873,0.208,170.676,5505831,3
0.365,0.422,-6.788,0.0373,0.836,0.0,0.109,0.391,136.767,235293,2
0.425,0.437,-8.133,0.0354,0.0732,0.00242,0.32,0.137,131.795,352074,0
0.164,0.626,-24.336,0.0943,0.000945,0.879,0.426,0.0216,126.684,225212,4
0.654,0.0197,-23.258,0.0693,0.992,0.961,0.113,0.341,130.279,170025,4
0.654,0.611,-10.45,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,1
0.881,0.661,-7.681,0.0343,0.098,0.0187,0.101,0.965,124.023,181306,1
0.642,0.0464,-23.662,0.527,0.168,2.06e-06,0.212,0.213,101.638,374667,3
0.646,0.339,-10.574,0.0313,0.801,0.885,0.0806,0.727,75.997,138947,2
0.614,0.149,-27.431,0.94,0.833,0.0,0.118,0.244,84.66,1331000,3
0.621,0.762,-6.376,0.0328,0.106,2.71e-06,0.302,0.395,95.014,218936,1
0.677,0.61,-3.488,0.0276,0.3,0.0,0.0689,0.533,140.076,211259,1
0.127,0.488,-8.768,0.038,0.608,0.694,0.071,0.0929,169.987,191053,0
0.734,0.807,-5.464,0.0489,0.0129,0.032,0.196,0.714,118.002,270872,1
0.619,0.303,-20.641,0.955,0.491,0.0,0.273,0.676,55.723,1724866,3
0.517,0.574,-9.816,0.146,0.347,1.6e-05,0.661,0.698,90.205,258387,1
0.678,0.11,-16.159,0.86,0.0228,0.000286,0.12,0.174,110.909,334960,3
0.477,0.519,-12.461,0.0358,0.328,0.748,0.0949,0.102,175.094,310693,0
0.457,0.86,-5.556,0.0815,0.0155,0.0,0.0307,0.831,186.119,182560,1
0.592,0.568,-12.64,0.0324,0.0401,0.683,0.404,0.0588,93.023,185889,0
0.865,0.294,-12.112,0.122,0.429,0.00826,0.1,0.423,130.02,162534,2
0.733,0.751,-6.171,0.0828,0.631,0.0,0.149,0.701,126.018,218964,1
0.636,0.501,-14.654,0.0385,0.0897,0.0885,0.226,0.548,123.636,167627,1
0.444,0.131,-15.03,0.0323,0.816,0.842,0.107,0.0528,123.803,274839,4
0.661,0.0912,-19.181,0.901,0.316,0.0,0.0893,0.256,134.679,458773,3
0.59,0.704,-7.81,0.126,0.578,0.0175,0.107,0.531,76.18,292897,1
0.567,0.762,-7.471,0.0312,0.159,0.826,0.144,0.458,125.713,290827,0
0.383,0.828,-6.322,0.0359,0.033,3.05e-05,0.35,0.845,135.067,221907,1
0.536,0.975,-4.229,0.166,3.35e-05,0.000399,0.325,0.158,117.489,237267,0
0.508,0.0209,-28.188,0.0458,0.995,0.944,0.108,0.172,111.614,233500,4
0.825,0.74,-7.354,0.0327,0.298,5.21e-06,0.309,0.935,128.018,246973,1
0.304,0.883,-6.25,0.101,0.0126,0.235,0.178,0.718,174.014,299720,0
0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,126521,1
0.513,0.885,-5.942,0.0576,0.0362,0.0,0.0855,0.271,125.86,210000,0
0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,233478,1
0.529,0.793,-6.201,0.0273,0.00476,3.04e-05,0.176,0.835,127.373,237320,1
0.0796,0.0992,-27.028,0.0501,0.985,0.924,0.104,0.038,64.509,204000,4
0.163,0.0583,-25.988,0.0406,0.282,0.86,0.111,0.0372,64.488,165000,4
0.679,0.458,-8.392,0.0406,0.558,0.0,0.132,0.898,131.171,179027,1
0.697,0.544,-7.109,0.501,0.149,0.0,0.745,0.833,169.248,137752,1
0.136,0.0152,-31.307,0.0494,0.991,0.911,0.0574,0.0376,70.955,173500,4
0.65,0.932,-6.467,0.0364,0.0101,0.49,0.0928,0.0811,123.011,221253,0
0.738,0.423,-8.192,0.0332,0.743,7.96e-05,0.119,0.612,87.066,219511,2
0.436,0.5,-11.057,0.0626,0.535,5.6e-06,0.101,0.444,189.883,215173,2
0.573,0.19,-11.896,0.0333,0.941,0.0,0.107,0.625,128.02,204295,2
0.405,0.4,-7.837,0.0319,0.75,0.0,0.122,0.289,135.814,284040,2
0.576,0.451,-9.024,0.0275,0.415,0.139,0.128,0.302,109.98,186509,2
0.702,0.31,-17.97,0.947,0.69,0.0,0.211,0.581,135.746,410985,3
0.382,0.348,-6.694,0.0345,0.729,0.0,0.1,0.29,131.082,201267,2
0.415,0.957,-5.915,0.0811,0.000106,0.123,0.123,0.175,98.115,259957,0
0.792,0.538,-9.105,0.0416,0.00889,0.88,0.107,0.9,123.497,219080,1
0.586,0.479,-8.853,0.0328,0.682,0.0,0.0605,0.2,137.892,207525,2
0.684,0.869,-7.974,0.146,0.00315,0.469,0.376,0.197,131.984,4318654,3
0.412,0.64,-3.335,0.0327,0.478,9.74e-05,0.188,0.0602,125.908,228080,0
0.607,0.084,-26.678,0.588,0.895,0.0,0.116,0.36,100.06,568400,3
0.589,0.612,-8.786,0.026,0.437,9.03e-05,0.286,0.481,96.038,175466,1
0.527,0.828,-7.208,0.0386,0.00104,0.227,0.253,0.35,114.945,215427,0
0.776,0.37,-15.519,0.0412,0.314,0.642,0.097,0.287,117.052,124952,2
0.703,0.512,-12.129,0.936,0.561,0.0,0.886,0.389,121.358,115547,3
0.673,0.409,-8.334,0.0395,0.672,0.615,0.156,0.507,89.079,131928,2
0.641,0.176,-11.692,0.0349,0.638,5.14e-06,0.252,0.297,76.031,299147,2
0.566,0.438,-7.564,0.0367,0.809,0.0,0.212,0.692,117.127,136907,2
0.77,0.882,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,223523,1
0.527,0.941,-3.376,0.0551,0.00818,2.37e-06,0.397,0.44,94.056,214880,0
0.114,0.162,-21.454,0.0427,0.892,0.641,0.104,0.036,176.613,196027,4
0.0,0.202,-17.611,0.0,0.595,0.0,0.0,0.0,0.0,7120,4
0.916,0.456,-6.401,0.109,0.249,0.000433,0.126,0.305,95.024,126947,1
0.785,0.444,-8.314,0.426,0.879,0.861,0.692,0.431,86.958,122207,3
0.53,0.967,-2.108,0.0657,0.000507,0.205,0.0786,0.642,99.962,170177,1
0.745,0.883,-3.416,0.07,0.329,0.606,0.0186,0.884,90.006,273960,1
0.657,0.141,-15.257,0.757,0.671,0.0,0.12,0.303,140.177,1632549,3
0.233,0.15,-11.736,0.0336,0.982,0.36,0.154,0.0875,143.887,234080,2
0.64,0.234,-14.497,0.871,0.711,6.15e-05,0.0825,0.526,112.296,642093,3
0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,1
0.489,0.957,-2.812,0.056,0.0115,0.000405,0.173,0.53,124.026,174568,0
0.143,0.00679,-32.17,0.0447,0.961,0.776,0.1,0.104,139.409,205091,4
0.51,0.0296,-27.732,0.0397,0.996,0.895,0.102,0.157,158.236,119894,4
0.443,0.95,-5.158,0.0746,1.26e-05,7.99e-06,0.319,0.442,144.018,247996,0
0.274,0.949,-8.642,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307,0
0.476,0.17,-16.71,0.0352,0.947,0.0003,0.108,0.279,137.144,164953,2
0.61,0.653,-9.956,0.0291,0.0287,0.0,0.135,0.833,133.403,175067,1
0.618,0.0297,-23.853,0.519,0.373,0.00265,0.133,0.0614,164.888,324693,3
0.596,0.811,-5.501,0.0587,0.00458,1.62e-05,0.0971,0.475,100.032,226093,1
0.775,0.898,-6.636,0.242,0.56,0.605,0.171,0.84,93.837,205173,1
0.575,0.00832,-29.428,0.635,0.119,1.25e-05,0.154,0.473,167.782,59253,3
0.4,0.171,-14.102,0.0382,0.927,3.27e-05,0.11,0.259,177.148,215129,2
0.528,0.514,-11.909,0.133,0.0252,0.0894,0.0725,0.44,122.872,290933,1
0.575,0.174,-13.218,0.946,0.62,0.0,0.106,0.152,188.293,373008,3
0.531,0.608,-10.7,0.949,0.94,0.0,0.706,0.145,78.903,276828,3
0.587,0.0215,-31.942,0.552,0.732,0.0,0.322,0.381,101.175,55947,3
0.469,0.963,-2.666,0.0644,3.92e-05,0.0,0.342,0.601,90.999,189313,0
0.536,0.833,-5.016,0.03,0.0217,7.42e-06,0.0846,0.217,94.036,159827,0
0.452,0.818,-8.124,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360,1
0.742,0.384,-8.533,0.043,0.872,0.00305,0.132,0.354,69.006,91505,2
0.467,0.307,-9.712,0.0284,0.556,0.00153,0.0968,0.119,103.808,268894,2
0.362,0.886,-1.851,0.05,1.27e-05,0.0343,0.14,0.398,91.932,164674,0
0.553,0.439,-16.636,0.926,0.848,0.0,0.953,0.705,60.384,208813,3
0.189,0.583,-10.044,0.0462,0.5,0.14,0.0943,0.0623,79.51,220557,2
0.455,0.27,-18.886,0.0797,0.583,6.84e-05,0.138,0.44,97.266,84453,2
0.426,0.959,-4.95,0.0525,5.36e-05,6.54e-06,0.707,0.372,155.01,242680,0
0.486,0.13,-13.143,0.0324,0.911,0.0121,0.355,0.0926,137.296,278783,2
0.517,0.977,-4.627,0.0741,4.97e-05,0.00129,0.105,0.135,121.503,228018,0
0.626,0.173,-24.286,0.435,0.731,0.0,0.122,0.642,107.829,450091,3
0.0,0.0114,-18.766,0.0,0.993,0.967,0.121,0.0,0.0,99968,4
0.713,0.221,-21.9,0.843,0.779,0.0,0.503,0.346,128.364,1321239,3
0.678,0.183,-13.706,0.876,0.511,0.0,0.115,0.172,121.002,359662,3
0.496,0.703,-6.905,0.0376,0.525,2.08e-06,0.305,0.936,130.915,146720,1
0.351,0.143,-11.29,0.0362,0.846,0.000128,0.117,0.482,209.586,145547,2
0.602,0.523,-11.335,0.0355,0.435,0.859,0.165,0.386,163.76,190100,0
0.382,0.11,-24.075,0.0855,0.88,2.78e-05,0.686,0.294,119.006,233080,2
0.779,0.634,-7.975,0.0607,0.212,0.0634,0.11,0.576,124.047,236129,1
0.715,0.624,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,173325,1
0.324,0.274,-9.077,0.0311,0.754,0.0,0.107,0.239,115.981,276280,2
0.572,0.758,-6.386,0.0789,0.182,0.712,0.101,0.7,172.062,161758,1
0.552,0.433,-19.389,0.608,0.984,9.7e-05,0.105,0.625,67.103,215504,3
0.611,0.432,-22.338,0.908,0.608,0.0,0.393,0.353,107.128,112564,3
0.277,0.182,-19.69,0.034,0.492,0.782,0.125,0.0357,96.008,975267,4
0.37,0.00271,-26.981,0.0477,0.994,0.927,0.124,0.245,69.348,128292,4
0.582,0.244,-16.762,0.94,0.972,2.48e-06,0.102,0.512,71.595,1488933,3
0.0,0.0592,-17.643,0.0,0.118,0.0,0.0,0.0,0.0,4200,4
0.66,0.635,-7.291,0.125,0.144,0.0,0.0932,0.86,160.176,195320,1
0.534,0.445,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,282693,2
0.796,0.627,-5.928,0.246,0.062,1.58e-06,0.0934,0.555,114.989,173182,1
0.257,0.00549,-32.627,0.0377,0.975,0.922,0.0843,0.326,88.23,97840,4
0.115,0.0293,-31.942,0.043,0.54,0.814,0.0912,0.0388,74.823,246154,4
0.735,0.56,-7.03,0.145,0.0688,6.94e-06,0.0629,0.587,174.97,276427,1
0.238,0.191,-20.242,0.0351,0.404,0.888,0.107,0.0365,140.282,165685,4
0.414,0.128,-24.615,0.0461,0.993,0.954,0.0962,0.139,112.439,158000,4
0.606,0.869,-9.324,0.0381,0.00449,0.000226,0.267,0.936,121.301,308800,1
0.553,0.864,-4.038,0.0414,0.0736,0.000311,0.138,0.437,136.128,260017,0
0.525,0.893,-6.543,0.947,0.86,0.0,0.791,0.28,88.324,633440,3
0.763,0.603,-8.588,0.11,0.0652,2.3e-05,0.0832,0.593,92.992,179693,1
0.511,0.0305,-28.024,0.0547,0.995,0.948,0.109,0.481,126.4,173403,4
0.697,0.836,-5.551,0.0366,0.00669,0.664,0.091,0.682,136.01,188425,1
0.358,0.192,-9.037,0.0406,0.821,0.0,0.122,0.226,164.45,218467,2
0.621,0.0622,-20.723,0.89,0.644,0.116,0.132,0.15,163.974,340067,3
0.755,0.614,-9.481,0.0548,0.542,0.00879,0.0937,0.148,124.02,238067,2
0.654,0.756,-9.328,0.0423,0.113,0.796,0.103,0.57,97.996,275510,1
0.327,0.159,-11.098,0.0433,0.925,0.00136,0.113,0.0614,126.809,114520,2
0.489,0.368,-8.359,0.043,0.349,0.00071,0.11,0.245,82.462,247200,2
0.625,0.685,-6.705,0.33,0.371,0.0708,0.236,0.834,116.937,204253,1
0.414,0.205,-6.984,0.0326,0.951,0.0,0.148,0.115,80.653,213590,2
0.405,0.0289,-28.138,0.0431,0.995,0.922,0.144,0.133,157.216,202750,4
0.578,0.385,-9.702,0.0275,0.648,0.000332,0.154,0.377,124.106,156627,2
0.548,0.947,-3.184,0.0517,3.33e-05,0.0226,0.184,0.193,110.003,282987,0
0.401,0.941,-5.652,0.0349,0.0068,0.607,0.288,0.732,127.178,310893,0
0.615,0.281,-19.789,0.938,0.741,0.0,0.101,0.259,77.194,966960,3
0.498,0.638,-9.323,0.0944,0.33,0.311,0.123,0.17,107.002,268960,0
0.629,0.201,-21.081,0.939,0.932,0.0,0.316,0.529,84.21,637400,3
0.574,0.845,-6.58,0.102,0.0468,0.783,0.327,0.336,164.011,237252,0
0.767,0.787,-9.897,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,1
0.631,0.123,-18.826,0.953,0.837,0.0,0.144,0.364,83.24,866467,3
0.64,0.493,-8.471,0.0269,0.699,0.0,0.0586,0.579,93.022,185974,2
0.915,0.813,-3.59,0.308,0.236,0.0,0.154,0.849,131.876,194355,1
0.793,0.585,-4.316,0.324,0.112,0.0,0.127,0.363,100.12,151353,1
0.695,0.506,-12.568,0.937,0.964,1.11e-05,0.113,0.253,114.777,317600,3
0.155,0.235,-22.332,0.0463,0.904,0.835,0.0841,0.104,66.681,1217067,4
0.576,0.824,-5.473,0.0534,0.131,8.58e-06,0.0664,0.715,181.973,242853,1
0.783,0.388,-10.232,0.0728,0.0385,6.66e-05,0.0744,0.659,117.963,165364,1
0.715,0.624,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,173325,1
0.138,0.0179,-28.041,0.0552,0.962,0.000603,0.233,0.0384,82.703,246240,4
0.269,0.226,-20.567,0.0334,0.962,0.94,0.11,0.0815,48.294,205505,4
0.533,0.212,-12.486,0.0352,0.993,0.926,0.101,0.212,107.941,252394,4
0.573,0.946,-4.872,0.0895,0.182,0.000205,0.161,0.882,160.788,178665,1
0.657,0.968,-3.446,0.153,0.0725,0.0,0.377,0.533,140.012,204071,0
0.407,0.361,-14.63,0.0337,0.558,0.000264,0.0807,0.158,120.386,248067,2
0.534,0.657,-6.112,0.0454,0.0495,0.000301,0.14,0.282,124.737,236440,0
0.719,0.903,-5.07,0.378,0.318,0.0786,0.962,0.544,123.064,141199,0
0.762,0.665,-6.92,0.0471,0.169,0.0,0.103,0.961,115.946,193640,1
0.384,0.0117,-31.364,0.0458,0.994,0.913,0.105,0.167,100.713,140500,4
0.818,0.595,-12.361,0.135,0.459,0.351,0.126,0.93,82.206,166120,1
0.505,0.389,-12.251,0.0263,0.327,0.434,0.114,0.238,160.054,175009,2
0.388,0.525,-6.982,0.033,0.783,0.0,0.136,0.719,121.786,163474,2
0.331,0.0401,-23.131,0.0449,0.978,0.897,0.11,0.0413,106.306,118188,4
0.523,0.794,-6.818,0.0471,0.0134,2.62e-05,0.141,0.391,138.025,238560,0
0.558,0.719,-5.113,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,0
0.475,0.889,-3.999,0.0608,0.00152,0.00042,0.0884,0.236,148.957,210405,0
0.616,0.101,-15.39,0.838,0.203,0.0,0.0792,0.424,167.825,384853,3
0.583,0.37,-11.365,0.396,0.151,6.42e-06,0.0937,0.12,214.796,195972,0
0.825,0.869,-5.335,0.334,0.0227,0.103,0.279,0.699,132.055,226672,1
0.68,0.044,-14.891,0.903,0.293,3.27e-06,0.175,0.294,116.206,336027,3
0.421,0.0967,-16.441,0.0509,0.91,0.415,0.218,0.183,77.401,763467,4
0.551,0.537,-7.595,0.034,0.705,0.0,0.0802,0.493,126.421,196493,2
0.68,0.988,-2.579,0.0941,0.00303,4.39e-05,0.299,0.176,144.03,203750,0
0.675,0.317,-22.276,0.87,0.971,0.0,0.163,0.498,78.556,99773,3
0.652,0.98,-3.072,0.0957,0.0209,0.0,0.0816,0.669,97.987,202720,1
0.379,0.0694,-18.917,0.0824,0.978,1.25e-06,0.171,0.109,68.635,252773,2
0.581,0.975,-3.602,0.0543,0.00229,0.0,0.305,0.468,135.017,223515,0
0.711,0.618,-9.707,0.0464,0.456,8.89e-06,0.164,0.938,121.96,164360,1
0.561,0.263,-13.881,0.0613,0.85,0.0,0.106,0.609,128.591,164107,2
0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120,0
0.746,0.576,-4.796,0.0345,0.0204,0.0811,0.0959,0.0769,123.036,173951,0
0.697,0.396,-9.241,0.039,0.823,1.33e-05,0.114,0.212,92.978,222937,2
0.613,0.141,-15.76,0.881,0.793,0.0,0.0837,0.189,166.939,238867,3
0.891,0.369,-9.094,0.208,0.00169,0.027,0.101,0.0525,129.94,132923,2
0.305,0.0441,-30.136,0.0334,0.863,0.903,0.102,0.274,99.17,206280,4
0.429,0.093,-15.944,0.0433,0.882,0.00703,0.111,0.208,129.661,293973,2
0.578,0.0986,-30.18,0.927,0.918,0.0,0.529,0.267,86.871,1552800,3
0.669,0.193,-13.63,0.86,0.641,0.0,0.115,0.172,110.707,1272842,3
0.279,0.607,-9.079,0.0366,0.131,0.33,0.0576,0.429,135.096,787547,0
0.587,0.747,-5.695,0.0316,0.0335,0.00316,0.379,0.565,96.93,169255,1
0.663,0.643,-4.383,0.0316,0.535,0.0,0.308,0.368,121.97,228907,1
0.481,0.888,-4.986,0.0534,0.0146,0.00449,0.0972,0.593,105.781,224227,1
0.739,0.626,-7.666,0.0389,0.658,0.0,0.14,0.812,126.388,162760,1
0.682,0.627,-5.481,0.14,0.125,0.00309,0.261,0.237,129.956,192000,0
0.421,0.58,-7.011,0.0285,0.265,0.0136,0.0973,0.403,129.959,235827,0
0.497,0.23,-8.22,0.0399,0.894,2.34e-06,0.0934,0.347,125.822,203853,2
0.0,0.0903,-17.804,0.0,0.0843,0.0,0.0,0.0,0.0,5173,4
0.634,0.677,-7.19,0.0448,0.318,0.0,0.0902,0.939,95.792,179120,1
0.457,0.621,-5.923,0.138,0.218,0.0,0.0944,0.634,85.359,224638,1
0.154,0.000539,-37.775,0.0479,0.967,0.00474,0.0795,0.113,80.026,93227,4
0.589,0.194,-13.551,0.0974,0.972,0.873,0.0841,0.474,82.123,163500,4
0.432,0.0993,-14.688,0.0459,0.981,0.0287,0.132,0.155,81.436,213252,2
0.613,0.362,-15.924,0.03,0.729,0.9,0.111,0.49,92.008,234783,2
0.492,0.4,-8.225,0.0348,0.175,0.0,0.106,0.189,122.681,223440,2
0.653,0.731,-6.156,0.0372,0.227,0.0,0.461,0.458,111.973,187508,1
0.459,0.859,-5.858,0.0492,0.000792,0.0,0.0729,0.408,100.107,232350,0
0.514,0.961,-1.675,0.0763,0.00232,0.0158,0.334,0.202,172.005,248372,0
0.66,0.57,-8.831,0.0451,0.0626,0.179,0.121,0.528,123.997,174209,1
0.667,0.859,-5.0,0.0365,0.0243,0.0,0.107,0.431,125.969,173571,1
0.551,0.848,-6.249,0.0394,0.00183,0.0,0.35,0.209,140.024,229907,0
0.48,0.159,-24.273,0.0307,0.988,0.908,0.136,0.246,104.091,164072,4
0.374,0.798,-4.66,0.111,0.022,6.29e-06,0.403,0.311,152.058,160600,0
0.381,0.283,-7.079,0.0302,0.891,0.0,0.183,0.263,75.786,233053,2
0.551,0.0323,-24.155,0.191,0.995,0.972,0.0972,0.703,176.391,74173,4
0.748,0.52,-7.014,0.0412,0.283,0.0,0.0905,0.696,131.981,247320,1
0.66,0.866,-3.426,0.252,0.286,0.0,0.237,0.726,97.345,455947,1
0.726,0.719,-5.122,0.234,0.137,0.0,0.66,0.826,121.911,319401,1
0.322,0.0028,-34.659,0.0445,0.995,0.922,0.114,0.265,63.034,128084,4
0.711,0.848,-4.333,0.0359,0.421,0.0,0.235,0.728,115.988,198277,1
0.569,0.969,-5.273,0.209,0.00127,4.35e-06,0.0493,0.333,138.938,266763,0
0.707,0.228,-13.652,0.868,0.873,0.0,0.125,0.392,93.185,154267,3
0.756,0.506,-8.379,0.0573,0.613,0.000241,0.0849,0.776,108.979,201687,1
0.475,0.673,-4.972,0.0351,0.00363,0.0,0.0648,0.273,81.001,227813,0
0.8,0.546,-6.927,0.0392,0.0904,0.00357,0.068,0.347,120.016,219417,1
0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437,193213,0
0.45,0.904,-7.736,0.046,0.0872,0.108,0.102,0.689,125.072,356000,1
0.524,0.743,-6.028,0.13,0.531,0.0615,0.153,0.543,159.477,216008,1
0.72,0.507,-18.01,0.862,0.849,0.0,0.141,0.732,114.178,51147,3
0.705,0.634,-8.375,0.136,0.229,0.00159,0.336,0.572,156.097,203333,1
0.103,0.086,-20.715,0.0399,0.978,0.963,0.0987,0.037,57.545,245714,4
0.622,0.231,-18.523,0.945,0.701,0.0,0.591,0.698,81.01,163000,3
0.614,0.0269,-28.0,0.186,0.996,0.969,0.13,0.609,135.382,169437,4
0.71,0.298,-14.362,0.921,0.975,6.9e-06,0.811,0.373,130.441,1521973,3
0.719,0.611,-5.01,0.0403,0.0582,0.0,0.155,0.489,129.962,212354,1
0.531,0.34,-20.661,0.7,0.895,0.895,0.111,0.319,130.524,278314,3
0.654,0.0696,-23.162,0.937,0.598,0.0,0.449,0.334,85.191,60836,3
0.389,0.922,-5.196,0.112,1.84e-05,0.000488,0.125,0.309,171.003,172018,0
0.884,0.618,-4.865,0.0719,0.16,0.00842,0.11,0.506,145.038,172920,1
0.518,0.474,-8.34,0.0287,0.322,0.0,0.1,0.164,106.512,221173,2
0.69,0.732,-5.741,0.0336,0.16,0.341,0.143,0.692,95.341,298773,1
0.666,0.426,-9.228,0.147,0.383,1.56e-05,0.109,0.587,159.963,173868,1
0.508,0.412,-19.352,0.354,0.575,0.0,0.312,0.33,91.531,583133,3
0.546,0.595,-7.305,0.0441,0.341,0.000546,0.0861,0.23,92.146,255240,2
0.171,0.0109,-29.191,0.0379,0.986,0.897,0.102,0.104,75.897,165857,4
0.381,0.224,-14.677,0.0472,0.922,4.65e-05,0.0842,0.109,123.663,227277,2
0.821,0.254,-9.644,0.0543,0.576,0.797,0.0954,0.316,146.06,150108,2
0.681,0.478,-10.075,0.0367,0.536,0.00174,0.135,0.373,124.992,209244,2
0.642,0.0839,-19.298,0.877,0.413,0.0,0.243,0.354,84.256,1040053,3
0.527,0.506,-7.602,0.0329,0.521,0.00125,0.112,0.379,79.97,285867,2
0.359,0.87,-4.898,0.0582,0.0187,2.05e-06,0.298,0.219,150.095,200000,0
